2023-02-01 14:56:33,979 | MainThread   | [DEBUG   ] | <module>            |: debug
2023-02-12 22:43:55,576 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-12 22:47:21,796 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-12 22:47:24,422 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-12 22:47:35,917 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-12 23:49:04,695 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-12 23:49:07,506 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-12 23:50:38,678 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-12 23:51:49,056 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-12 23:51:51,781 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-12 23:52:04,970 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-12 23:53:17,582 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-12 23:53:20,145 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-12 23:56:42,803 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-12 23:57:41,393 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-12 23:57:44,018 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-12 23:59:17,397 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 00:00:05,484 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 00:00:08,086 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 00:00:54,757 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 11:32:33,876 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 11:32:36,447 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 11:32:50,764 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 11:33:13,463 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 11:33:16,598 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 11:34:44,379 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 11:35:00,989 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 11:35:03,585 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 11:35:11,779 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 11:35:53,088 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2023-02-13 11:35:53,091 | MainThread   | [WARNING ] | exit_handler        |: Could not disconnect before exiting
2023-02-13 11:35:53,093 | MainThread   | [WARNING ] | exit_handler        |: Not connected to a BLE device
2023-02-13 11:36:01,148 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-02-13 11:36:01,148 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-02-13 11:36:01,149 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 11:36:03,988 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 11:37:24,986 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 11:37:46,326 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 11:37:49,047 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 11:56:01,377 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 11:57:13,580 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 11:57:17,008 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 11:57:30,091 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 11:58:39,418 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 11:58:41,929 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 11:59:03,408 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2023-02-13 11:59:03,413 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 11:59:03,415 | MainThread   | [INFO    ] | exit_handler        |: Gracefully Exiting
2023-02-13 11:59:16,283 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-02-13 11:59:16,284 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-02-13 11:59:16,284 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 11:59:28,470 | MainThread   | [ERROR   ] | _connect            |: 
2023-02-13 11:59:29,478 | MainThread   | [WARNING ] | connect             |: Attempting to connect again...
2023-02-13 11:59:29,481 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 12:00:01,636 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 12:00:04,286 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 12:00:13,258 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 12:01:11,646 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 12:01:14,207 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 12:01:25,261 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2023-02-13 12:01:25,266 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 12:01:25,269 | MainThread   | [INFO    ] | exit_handler        |: Gracefully Exiting
2023-02-13 12:01:31,467 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-02-13 12:01:31,467 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-02-13 12:01:31,468 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 12:01:34,197 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 12:02:35,820 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 12:02:41,988 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 12:02:44,759 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 12:05:21,421 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2023-02-13 12:05:21,427 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 12:05:21,428 | MainThread   | [INFO    ] | exit_handler        |: Gracefully Exiting
2023-02-13 12:05:26,738 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-02-13 12:05:26,739 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-02-13 12:05:26,739 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 12:05:29,711 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 12:06:56,283 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 12:47:11,199 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 12:47:13,946 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 12:48:22,680 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 12:48:51,726 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 12:48:54,426 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 12:49:07,551 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 12:49:36,120 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 12:49:38,983 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 13:02:04,711 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 13:02:28,813 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2023-02-13 13:02:28,815 | MainThread   | [WARNING ] | exit_handler        |: Could not disconnect before exiting
2023-02-13 13:02:28,816 | MainThread   | [WARNING ] | exit_handler        |: Not connected to a BLE device
2023-02-13 13:02:32,931 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-02-13 13:02:32,931 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-02-13 13:02:32,931 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 13:02:35,607 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 13:15:37,008 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 13:15:49,567 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 13:15:54,432 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 13:21:34,759 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-13 13:22:25,467 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-13 13:22:28,078 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-13 13:23:36,826 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-14 00:01:16,143 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-14 00:01:18,861 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-14 00:04:34,914 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-14 00:04:53,342 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-14 00:04:56,029 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-14 00:06:57,306 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-14 00:07:12,450 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-14 00:07:15,060 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-14 00:18:44,404 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-14 00:19:05,343 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-14 00:19:07,990 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-14 00:19:54,595 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-14 00:19:58,830 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2023-02-14 00:19:58,834 | MainThread   | [WARNING ] | exit_handler        |: Could not disconnect before exiting
2023-02-14 00:19:58,835 | MainThread   | [WARNING ] | exit_handler        |: Not connected to a BLE device
2023-02-14 00:20:02,886 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-02-14 00:20:02,886 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-02-14 00:20:02,887 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-14 00:20:05,875 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-14 00:20:07,586 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-14 00:20:18,098 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-14 00:20:20,697 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-14 00:28:05,684 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-15 00:19:38,594 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-15 00:19:41,894 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-15 00:23:13,670 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-15 00:23:55,459 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-15 00:23:58,428 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-15 00:30:48,861 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-15 00:36:06,961 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-15 00:36:09,680 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-15 00:44:56,860 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-15 00:45:52,520 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-15 00:45:55,549 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-15 00:48:00,698 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-15 00:49:50,024 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-15 00:51:02,070 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-15 00:51:04,656 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-15 00:52:01,717 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-15 00:57:48,647 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-15 00:57:51,980 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-15 01:01:11,618 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-15 01:10:33,966 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-15 01:10:37,033 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-15 01:26:43,789 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-15 01:26:57,754 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-15 01:27:00,487 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-15 01:32:40,090 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-15 01:38:27,589 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-15 01:38:30,239 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-15 01:44:33,475 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2023-02-15 14:58:05,302 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2023-02-15 14:58:05,323 | MainThread   | [WARNING ] | exit_handler        |: Could not disconnect before exiting
2023-02-15 14:58:05,325 | MainThread   | [WARNING ] | exit_handler        |: Not connected to a BLE device
2023-02-21 23:15:27,540 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-02-21 23:15:27,541 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-02-21 23:15:27,541 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-21 23:15:30,477 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-21 23:18:41,753 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-21 23:20:03,021 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-21 23:20:05,604 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-21 23:44:32,326 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-21 23:46:16,495 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-21 23:46:19,099 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-21 23:49:49,496 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-21 23:50:27,354 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-21 23:50:30,116 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-21 23:51:57,353 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-21 23:52:06,831 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-21 23:52:10,474 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-21 23:53:12,870 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-21 23:53:27,947 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-21 23:53:32,846 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-21 23:54:39,510 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-21 23:56:05,656 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-21 23:56:32,042 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-21 23:56:34,931 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 00:00:18,947 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-22 00:00:36,272 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 00:00:39,239 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 00:01:46,448 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2023-02-22 00:22:41,892 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-22 00:23:34,052 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 00:23:36,557 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 00:31:38,066 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-02-22 00:31:38,066 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-02-22 00:31:38,067 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 00:31:40,731 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 00:35:23,324 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-02-22 00:35:23,325 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-02-22 00:35:23,325 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 00:35:27,908 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 00:38:38,425 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-02-22 00:38:38,425 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-02-22 00:38:38,426 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 00:38:41,015 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 00:43:22,172 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-22 00:43:44,048 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 00:43:46,632 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 00:45:37,359 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-22 00:46:15,644 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 00:46:18,527 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 00:48:34,057 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-22 00:49:31,503 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 00:49:34,083 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 01:01:07,748 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-22 01:02:42,451 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 01:02:45,154 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 01:03:18,052 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-22 01:03:57,821 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 01:04:00,409 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 01:04:17,619 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-22 01:05:52,719 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2023-02-22 01:05:52,723 | MainThread   | [WARNING ] | exit_handler        |: Could not disconnect before exiting
2023-02-22 01:05:52,725 | MainThread   | [WARNING ] | exit_handler        |: Not connected to a BLE device
